Start,Stop
12:20:28,12:20:58
12:21:48,12:22:20
12:22:30,12:22:49
12:23:22,12:23:49
12:24:28,12:25:08
12:26:14,12:26:50
12:27:24,12:27:53
12:28:55,12:29:08
12:31:00,12:31:49
12:32:47,12:33:11
12:34:38,12:35:04
12:35:33,12:36:05
12:36:49,12:37:13
12:38:59,12:39:13
12:41:03,12:41:23
12:41:43,12:42:32
12:43:12,12:43:24
12:44:53,12:45:08
12:47:09,12:47:29
12:48:26,12:48:46
