Start,Stop
12:20:24,12:20:35
12:21:07,12:21:17
12:22:58,12:23:14
12:23:59,12:24:14
12:25:14,12:26:07
12:27:00,12:27:08
12:28:30,12:28:47
12:29:13,12:29:33
12:30:11,12:30:56
12:31:57,12:32:40
12:33:55,12:34:30
12:35:13,12:35:26
12:36:13,12:36:38
12:38:39,12:38:45
12:39:35,12:40:55
12:41:38,12:41:46
12:42:44,12:42:49
12:43:30,12:43:45
12:45:13,12:45:44
12:47:36,12:48:04
12:48:53,12:49:28
